"Notes"	"County"	"County Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Sharkey County, MS"	"28125"	79.84	55.16	97.27
	"Simpson County, MS"	"28127"	78.77	55.14	94.94
	"Smith County, MS"	"28129"	78.52	54.86	95.09
	"Stone County, MS"	"28131"	79.32	57.70	94.72
	"Sunflower County, MS"	"28133"	78.88	54.64	97.27
	"Tallahatchie County, MS"	"28135"	77.60	54.52	96.90
	"Tate County, MS"	"28137"	75.93	54.01	96.93
	"Tippah County, MS"	"28139"	73.59	54.01	95.74
	"Tishomingo County, MS"	"28141"	73.68	53.21	95.39
	"Tunica County, MS"	"28143"	76.42	54.12	97.58
	"Union County, MS"	"28145"	74.61	54.00	96.15
	"Walthall County, MS"	"28147"	79.50	56.44	94.53
	"Warren County, MS"	"28149"	80.40	55.18	96.82
	"Washington County, MS"	"28151"	79.46	54.97	97.28
	"Wayne County, MS"	"28153"	79.68	54.02	95.20
	"Webster County, MS"	"28155"	76.56	53.65	95.39
	"Wilkinson County, MS"	"28157"	81.42	56.77	96.02
	"Winston County, MS"	"28159"	76.72	54.09	94.96
	"Yalobusha County, MS"	"28161"	76.50	53.86	96.28
	"Yazoo County, MS"	"28163"	79.20	55.16	96.55
	"Adair County, MO"	"29001"	64.81	44.21	95.60
	"Andrew County, MO"	"29003"	66.41	43.69	95.98
	"Atchison County, MO"	"29005"	65.67	43.32	95.55
	"Audrain County, MO"	"29007"	66.93	46.37	96.71
	"Barry County, MO"	"29009"	70.89	48.75	96.48
	"Barton County, MO"	"29011"	71.41	48.21	98.62
	"Bates County, MO"	"29013"	70.58	46.98	98.41
	"Benton County, MO"	"29015"	70.02	47.13	98.00
	"Bollinger County, MO"	"29017"	68.36	49.83	97.46
	"Boone County, MO"	"29019"	67.55	46.58	96.86
	"Buchanan County, MO"	"29021"	67.23	44.50	96.06
	"Butler County, MO"	"29023"	71.23	51.52	98.30
	"Caldwell County, MO"	"29025"	66.96	44.71	96.06
	"Callaway County, MO"	"29027"	67.10	47.03	96.87
	"Camden County, MO"	"29029"	69.15	47.72	97.13
	"Cape Girardeau County, MO"	"29031"	68.59	49.33	97.83
	"Carroll County, MO"	"29033"	67.90	45.86	96.94
	"Carter County, MO"	"29035"	68.91	49.78	97.56
	"Cass County, MO"	"29037"	69.22	46.04	97.37
	"Cedar County, MO"	"29039"	71.01	47.83	98.64
	"Chariton County, MO"	"29041"	67.59	45.61	96.97
	"Christian County, MO"	"29043"	69.88	49.60	96.37
	"Clark County, MO"	"29045"	65.25	44.22	96.12
	"Clay County, MO"	"29047"	67.87	45.22	96.60
	"Clinton County, MO"	"29049"	67.04	44.39	95.80
	"Cole County, MO"	"29051"	68.23	46.79	97.22
	"Cooper County, MO"	"29053"	68.40	46.99	96.93
	"Crawford County, MO"	"29055"	67.17	47.74	96.44
	"Dade County, MO"	"29057"	70.72	48.69	97.85
	"Dallas County, MO"	"29059"	69.09	47.92	96.68
	"Daviess County, MO"	"29061"	66.60	44.30	96.04
	"DeKalb County, MO"	"29063"	66.49	43.93	95.75
	"Dent County, MO"	"29065"	67.00	48.36	95.61
	"Douglas County, MO"	"29067"	69.49	49.38	96.62
	"Dunklin County, MO"	"29069"	72.49	51.55	97.98
	"Franklin County, MO"	"29071"	67.78	47.77	97.47
	"Gasconade County, MO"	"29073"	67.29	47.75	96.75
	"Gentry County, MO"	"29075"	65.77	43.29	95.73
	"Greene County, MO"	"29077"	69.72	48.54	96.53
	"Grundy County, MO"	"29079"	65.80	44.18	96.01
	"Harrison County, MO"	"29081"	65.08	42.92	95.53
	"Henry County, MO"	"29083"	70.28	47.07	98.20
	"Hickory County, MO"	"29085"	69.89	47.43	97.59
	"Holt County, MO"	"29087"	66.61	44.03	95.95
	"Howard County, MO"	"29089"	68.04	46.57	96.96
	"Howell County, MO"	"29091"	69.07	49.85	96.78
	"Iron County, MO"	"29093"	66.80	48.80	95.94
	"Jackson County, MO"	"29095"	68.33	45.66	97.07
	"Jasper County, MO"	"29097"	71.45	49.26	98.11
	"Jefferson County, MO"	"29099"	67.51	48.21	97.96
	"Johnson County, MO"	"29101"	69.06	46.41	97.34
	"Knox County, MO"	"29103"	65.02	45.03	95.73
	"Laclede County, MO"	"29105"	68.20	47.98	96.21
	"Lafayette County, MO"	"29107"	68.24	46.07	97.05
	"Lawrence County, MO"	"29109"	70.49	48.72	97.02
	"Lewis County, MO"	"29111"	65.78	45.03	96.27
	"Lincoln County, MO"	"29113"	67.37	46.64	97.62
	"Linn County, MO"	"29115"	66.14	44.89	96.23
	"Livingston County, MO"	"29117"	66.92	45.12	96.43
	"McDonald County, MO"	"29119"	72.22	49.33	96.97
	"Macon County, MO"	"29121"	66.04	45.12	96.07
	"Madison County, MO"	"29123"	67.61	49.71	96.87
	"Maries County, MO"	"29125"	67.65	47.42	96.63
	"Marion County, MO"	"29127"	66.51	45.30	96.73
	"Mercer County, MO"	"29129"	64.45	42.69	95.45
	"Miller County, MO"	"29131"	68.37	47.46	96.88
	"Mississippi County, MO"	"29133"	70.50	50.99	97.86
	"Moniteau County, MO"	"29135"	68.15	46.71	96.93
	"Monroe County, MO"	"29137"	66.83	45.96	96.79
	"Montgomery County, MO"	"29139"	67.11	47.40	97.12
	"Morgan County, MO"	"29141"	68.55	46.82	96.71
	"New Madrid County, MO"	"29143"	71.47	50.89	97.94
	"Newton County, MO"	"29145"	71.59	49.32	97.20
	"Nodaway County, MO"	"29147"	65.12	43.37	95.32
	"Oregon County, MO"	"29149"	69.52	50.70	97.68
	"Osage County, MO"	"29151"	67.79	47.52	97.11
	"Ozark County, MO"	"29153"	71.47	49.76	97.37
	"Pemiscot County, MO"	"29155"	72.38	51.42	97.82
	"Perry County, MO"	"29157"	67.77	49.54	97.37
	"Pettis County, MO"	"29159"	68.83	46.62	97.17
	"Phelps County, MO"	"29161"	67.50	47.47	96.50
	"Pike County, MO"	"29163"	66.93	46.03	97.10
	"Platte County, MO"	"29165"	68.01	45.10	96.73
	"Polk County, MO"	"29167"	69.83	48.34	97.12
	"Pulaski County, MO"	"29169"	68.06	47.47	96.68
	"Putnam County, MO"	"29171"	64.25	42.76	95.37
	"Ralls County, MO"	"29173"	66.67	45.44	96.86
	"Randolph County, MO"	"29175"	67.20	45.46	96.59
	"Ray County, MO"	"29177"	67.67	45.47	96.51
	"Reynolds County, MO"	"29179"	67.42	49.31	96.44
	"Ripley County, MO"	"29181"	70.28	50.52	98.13
	"St. Charles County, MO"	"29183"	67.75	47.20	97.99
	"St. Clair County, MO"	"29185"	71.04	47.62	98.89
	"Ste. Genevieve County, MO"	"29186"	67.28	48.84	97.24
	"St. Francois County, MO"	"29187"	66.76	48.44	96.21
	"St. Louis County, MO"	"29189"	67.67	47.70	98.17
	"Saline County, MO"	"29195"	68.54	46.21	97.16
	"Schuyler County, MO"	"29197"	64.44	43.50	95.55
	"Scotland County, MO"	"29199"	64.83	44.28	95.75
	"Scott County, MO"	"29201"	69.70	50.10	98.43
	"Shannon County, MO"	"29203"	67.82	49.35	96.90
	"Shelby County, MO"	"29205"	65.95	45.79	96.15
	"Stoddard County, MO"	"29207"	70.52	50.78	98.39
	"Stone County, MO"	"29209"	71.20	49.13	96.79
	"Sullivan County, MO"	"29211"	64.91	43.58	95.67
	"Taney County, MO"	"29213"	71.55	49.71	97.23
	"Texas County, MO"	"29215"	67.56	48.20	95.65
	"Vernon County, MO"	"29217"	71.56	48.00	99.07
	"Warren County, MO"	"29219"	67.27	47.52	97.17
	"Washington County, MO"	"29221"	67.03	47.86	96.53
	"Wayne County, MO"	"29223"	69.18	50.38	97.98
	"Webster County, MO"	"29225"	68.49	48.67	95.58
	"Worth County, MO"	"29227"	64.64	43.57	95.24
	"Wright County, MO"	"29229"	67.91	48.29	95.73
	"St. Louis city, MO"	"29510"	67.68	48.33	98.51
	"Beaverhead County, MT"	"30001"	44.44	27.98	79.98
	"Big Horn County, MT"	"30003"	56.58	39.49	85.18
	"Blaine County, MT"	"30005"	51.92	34.94	83.85
	"Broadwater County, MT"	"30007"	52.38	35.19	82.26
	"Carbon County, MT"	"30009"	51.20	35.43	83.51
	"Carter County, MT"	"30011"	56.43	38.30	85.67
	"Cascade County, MT"	"30013"	52.86	35.75	83.42
	"Chouteau County, MT"	"30015"	54.53	36.73	84.50
	"Custer County, MT"	"30017"	56.59	38.95	86.19
	"Daniels County, MT"	"30019"	50.61	33.43	84.44
	"Dawson County, MT"	"30021"	52.92	36.95	85.34
	"Deer Lodge County, MT"	"30023"	44.75	28.45	80.11
	"Fallon County, MT"	"30025"	55.22	37.31	85.90
	"Fergus County, MT"	"30027"	53.69	36.90	84.05
	"Flathead County, MT"	"30029"	46.61	30.84	81.20
	"Gallatin County, MT"	"30031"	47.89	31.30	81.80
	"Garfield County, MT"	"30033"	55.09	37.92	85.47
	"Glacier County, MT"	"30035"	47.05	31.88	81.06
	"Golden Valley County, MT"	"30037"	54.90	38.26	83.73
	"Granite County, MT"	"30039"	46.29	30.03	80.66
	"Hill County, MT"	"30041"	51.97	34.48	84.14
	"Jefferson County, MT"	"30043"	48.73	31.38	81.25
	"Judith Basin County, MT"	"30045"	49.94	34.32	82.14
	"Lake County, MT"	"30047"	51.69	35.25	82.46
	"Lewis and Clark County, MT"	"30049"	48.79	32.31	81.71
	"Liberty County, MT"	"30051"	52.42	35.38	83.55
	"Lincoln County, MT"	"30053"	48.77	31.84	80.96
	"McCone County, MT"	"30055"	53.60	36.99	85.49
	"Madison County, MT"	"30057"	45.99	29.33	80.72
	"Meagher County, MT"	"30059"	47.83	31.99	80.67
	"Mineral County, MT"	"30061"	49.79	32.50	80.99
	"Missoula County, MT"	"30063"	49.83	33.20	81.10
	"Musselshell County, MT"	"30065"	56.66	38.98	85.12
	"Park County, MT"	"30067"	44.80	29.02	81.07
	"Petroleum County, MT"	"30069"	56.52	38.84	85.62
	"Phillips County, MT"	"30071"	52.47	34.95	84.85
	"Pondera County, MT"	"30073"	51.37	34.59	82.93
	"Powder River County, MT"	"30075"	57.53	39.24	85.56
	"Powell County, MT"	"30077"	47.69	31.20	80.60
	"Prairie County, MT"	"30079"	53.82	37.11	85.68
	"Ravalli County, MT"	"30081"	47.02	29.92	81.41
	"Richland County, MT"	"30083"	53.79	36.38	86.17
	"Roosevelt County, MT"	"30085"	52.24	34.60	85.64
	"Rosebud County, MT"	"30087"	57.31	39.16	86.24
	"Sanders County, MT"	"30089"	51.05	33.97	81.54
	"Sheridan County, MT"	"30091"	51.37	33.42	85.40
	"Silver Bow County, MT"	"30093"	46.39	29.77	79.66
	"Stillwater County, MT"	"30095"	53.06	36.37	83.81
	"Sweet Grass County, MT"	"30097"	49.55	34.23	82.13
	"Teton County, MT"	"30099"	50.76	34.17	82.85
	"Toole County, MT"	"30101"	51.95	34.80	82.89
	"Treasure County, MT"	"30103"	58.55	39.84	87.14
	"Valley County, MT"	"30105"	51.84	34.82	84.96
	"Wheatland County, MT"	"30107"	52.15	36.44	82.21
	"Wibaux County, MT"	"30109"	53.60	36.16	85.66
	"Yellowstone County, MT"	"30111"	58.08	40.20	85.95
	"Yellowstone National Park, MT"	"30113"	42.99	26.05	79.53
	"Adams County, NE"	"31001"	66.01	43.49	93.54
	"Antelope County, NE"	"31003"	62.24	40.60	92.99
	"Arthur County, NE"	"31005"	62.53	40.81	88.50
	"Banner County, NE"	"31007"	62.10	41.17	86.69
	"Blaine County, NE"	"31009"	62.81	40.55	91.07
	"Boone County, NE"	"31011"	63.05	41.13	93.24
	"Box Butte County, NE"	"31013"	61.15	39.57	87.11
	"Boyd County, NE"	"31015"	61.80	40.06	93.27
	"Brown County, NE"	"31017"	61.19	40.58	90.46
	"Buffalo County, NE"	"31019"	65.96	42.78	93.07
	"Burt County, NE"	"31021"	63.45	41.28	94.26
	"Butler County, NE"	"31023"	63.83	42.17	93.75
	"Cass County, NE"	"31025"	64.67	43.06	94.71
	"Cedar County, NE"	"31027"	61.64	40.34	93.78
	"Chase County, NE"	"31029"	66.64	42.34	90.57
	"Cherry County, NE"	"31031"	60.88	40.25	88.89
	"Cheyenne County, NE"	"31033"	63.00	40.46	87.48
	"Clay County, NE"	"31035"	65.49	44.00	93.90
	"Colfax County, NE"	"31037"	63.47	40.95	93.63
	"Cuming County, NE"	"31039"	62.85	41.38	93.63
	"Custer County, NE"	"31041"	63.87	41.33	91.65
	"Dakota County, NE"	"31043"	62.08	40.01	93.96
	"Dawes County, NE"	"31045"	60.89	40.16	87.37
	"Dawson County, NE"	"31047"	65.94	42.26	92.54
	"Deuel County, NE"	"31049"	64.07	41.02	88.66
	"Dixon County, NE"	"31051"	61.74	40.96	93.78
	"Dodge County, NE"	"31053"	63.87	41.41	94.15
	"Douglas County, NE"	"31055"	64.33	42.49	94.73
	"Dundy County, NE"	"31057"	67.53	43.45	90.81
	"Fillmore County, NE"	"31059"	65.19	43.26	94.07
	"Franklin County, NE"	"31061"	67.47	43.68	93.43
	"Frontier County, NE"	"31063"	67.02	43.20	91.93
	"Furnas County, NE"	"31065"	68.41	44.18	92.97
	"Gage County, NE"	"31067"	65.85	43.12	94.56
	"Garden County, NE"	"31069"	62.71	40.79	88.20
	"Garfield County, NE"	"31071"	62.21	40.65	91.86
	"Gosper County, NE"	"31073"	66.93	43.01	92.49
	"Grant County, NE"	"31075"	61.26	40.19	88.06
	"Greeley County, NE"	"31077"	63.43	40.98	93.10
	"Hall County, NE"	"31079"	65.13	42.63	93.59
	"Hamilton County, NE"	"31081"	64.93	43.15	93.66
	"Harlan County, NE"	"31083"	68.07	43.95	93.38
	"Hayes County, NE"	"31085"	66.70	42.64	90.97
	"Hitchcock County, NE"	"31087"	68.25	43.91	91.37
	"Holt County, NE"	"31089"	61.58	40.00	92.45
	"Hooker County, NE"	"31091"	62.06	40.85	88.88
	"Howard County, NE"	"31093"	64.69	41.74	93.78
	"Jefferson County, NE"	"31095"	66.25	43.67	94.73
	"Johnson County, NE"	"31097"	65.48	43.45	94.65
	"Kearney County, NE"	"31099"	66.41	43.66	93.07
	"Keith County, NE"	"31101"	64.54	41.18	89.73
	"Keya Paha County, NE"	"31103"	60.52	40.45	91.03
	"Kimball County, NE"	"31105"	62.01	40.29	86.29
	"Knox County, NE"	"31107"	62.11	39.93	93.99
	"Lancaster County, NE"	"31109"	65.08	42.37	94.58
	"Lincoln County, NE"	"31111"	65.20	41.89	91.08
	"Logan County, NE"	"31113"	63.46	41.02	90.51
	"Loup County, NE"	"31115"	62.28	40.24	91.42
	"McPherson County, NE"	"31117"	63.18	41.19	89.39
	"Madison County, NE"	"31119"	62.64	41.15	93.33
	"Merrick County, NE"	"31121"	64.61	41.83	94.07
	"Morrill County, NE"	"31123"	62.84	40.89	87.83
	"Nance County, NE"	"31125"	64.13	41.11	93.91
	"Nemaha County, NE"	"31127"	65.89	43.33	95.45
	"Nuckolls County, NE"	"31129"	66.53	44.27	94.08
	"Otoe County, NE"	"31131"	65.26	43.50	94.96
	"Pawnee County, NE"	"31133"	65.79	43.93	94.65
	"Perkins County, NE"	"31135"	65.03	41.29	89.93
	"Phelps County, NE"	"31137"	66.66	43.35	92.80
	"Pierce County, NE"	"31139"	61.94	39.96	93.24
	"Platte County, NE"	"31141"	63.62	41.33	93.72
	"Polk County, NE"	"31143"	64.14	41.93	93.87
	"Red Willow County, NE"	"31145"	68.57	44.16	92.14
	"Richardson County, NE"	"31147"	66.57	44.39	95.62
	"Rock County, NE"	"31149"	61.00	39.97	91.05
	"Saline County, NE"	"31151"	65.26	43.00	94.36
	"Sarpy County, NE"	"31153"	64.60	42.93	94.97
	"Saunders County, NE"	"31155"	64.34	41.94	94.28
	"Scotts Bluff County, NE"	"31157"	63.33	41.37	87.81
	"Seward County, NE"	"31159"	64.52	42.90	94.08
	"Sheridan County, NE"	"31161"	60.48	39.70	87.20
	"Sherman County, NE"	"31163"	64.60	41.91	93.03
	"Sioux County, NE"	"31165"	60.74	39.94	86.60
	"Stanton County, NE"	"31167"	62.62	40.92	93.25
	"Thayer County, NE"	"31169"	66.25	44.12	94.31
	"Thomas County, NE"	"31171"	62.51	41.20	89.90
	"Thurston County, NE"	"31173"	62.43	40.06	93.73
	"Valley County, NE"	"31175"	63.37	41.18	92.49
	"Washington County, NE"	"31177"	64.00	41.97	94.46
	"Wayne County, NE"	"31179"	62.01	40.45	93.36
	"Webster County, NE"	"31181"	67.13	43.95	93.66
	"Wheeler County, NE"	"31183"	62.19	40.34	92.54
	"York County, NE"	"31185"	64.68	42.74	94.09
	"Churchill County, NV"	"32001"	60.28	41.97	84.23
	"Clark County, NV"	"32003"	73.72	53.96	90.20
	"Douglas County, NV"	"32005"	56.19	36.61	80.59
	"Elko County, NV"	"32007"	53.46	36.49	81.75
	"Esmeralda County, NV"	"32009"	60.94	42.95	83.49
	"Eureka County, NV"	"32011"	54.71	37.22	81.96
	"Humboldt County, NV"	"32013"	55.30	38.72	82.50
	"Lander County, NV"	"32015"	55.43	37.89	82.04
	"Lincoln County, NV"	"32017"	63.44	45.23	85.18
	"Lyon County, NV"	"32019"	58.77	40.35	82.79
	"Mineral County, NV"	"32021"	58.12	40.04	82.70
	"Nye County, NV"	"32023"	59.89	42.26	84.31
	"Pershing County, NV"	"32027"	58.10	40.59	83.15
	"Storey County, NV"	"32029"	57.73	39.02	81.47
	"Washoe County, NV"	"32031"	55.42	37.62	82.06
	"White Pine County, NV"	"32033"	53.57	36.38	81.08
	"Carson City, NV"	"32510"	57.56	38.38	81.01
	"Belknap County, NH"	"33001"	54.41	40.19	87.64
	"Carroll County, NH"	"33003"	52.88	38.96	87.51
	"Cheshire County, NH"	"33005"	54.63	40.22	88.68
	"Coos County, NH"	"33007"	48.87	35.81	86.51
	"Grafton County, NH"	"33009"	51.04	37.36	87.43
	"Hillsborough County, NH"	"33011"	55.75	41.27	87.82
	"Merrimack County, NH"	"33013"	55.14	40.73	88.00
	"Rockingham County, NH"	"33015"	56.57	42.42	87.77
	"Strafford County, NH"	"33017"	55.71	41.47	87.46
	"Sullivan County, NH"	"33019"	53.48	38.91	88.32
	"Atlantic County, NJ"	"34001"	63.83	48.34	90.90
	"Bergen County, NJ"	"34003"	61.25	46.05	89.77
	"Burlington County, NJ"	"34005"	63.44	46.85	90.91
	"Camden County, NJ"	"34007"	63.94	47.05	90.72
	"Cape May County, NJ"	"34009"	60.49	52.62	88.74
	"Cumberland County, NJ"	"34011"	63.11	49.24	90.33
	"Essex County, NJ"	"34013"	61.53	46.51	89.66
	"Gloucester County, NJ"	"34015"	64.05	47.17	90.64
	"Hudson County, NJ"	"34017"	61.85	47.36	89.43
	"Hunterdon County, NJ"	"34019"	61.16	45.04	90.62
	"Mercer County, NJ"	"34021"	62.57	45.16	91.17
	"Middlesex County, NJ"	"34023"	62.19	45.67	90.85
	"Monmouth County, NJ"	"34025"	60.90	47.33	89.52
	"Morris County, NJ"	"34027"	59.85	44.66	89.70
	"Ocean County, NJ"	"34029"	62.53	47.75	90.35
	"Passaic County, NJ"	"34031"	59.64	44.39	89.46
	"Salem County, NJ"	"34033"	63.48	48.70	90.50
	"Somerset County, NJ"	"34035"	61.77	45.07	90.83
	"Sussex County, NJ"	"34037"	58.81	43.62	89.69
	"Union County, NJ"	"34039"	61.70	46.18	90.17
	"Warren County, NJ"	"34041"	60.00	45.06	90.30
	"Bernalillo County, NM"	"35001"	66.10	45.62	85.85
	"Catron County, NM"	"35003"	61.38	40.51	81.39
	"Chaves County, NM"	"35005"	76.50	52.24	88.93
	"Cibola County, NM"	"35006"	60.72	41.11	82.37
	"Colfax County, NM"	"35007"	60.36	39.07	83.65
	"Curry County, NM"	"35009"	74.39	48.84	89.14
	"DeBaca County, NM"	"35011"	75.14	50.47	89.06
	"Dona Ana County, NM"	"35013"	75.96	53.36	88.13
	"Eddy County, NM"	"35015"	78.93	54.29	89.64
	"Grant County, NM"	"35017"	69.23	48.10	85.14
	"Guadalupe County, NM"	"35019"	71.51	48.54	87.85
	"Harding County, NM"	"35021"	71.06	47.12	88.44
	"Hidalgo County, NM"	"35023"	74.25	52.66	86.99
	"Lea County, NM"	"35025"	78.69	51.43	89.70
	"Lincoln County, NM"	"35027"	68.80	47.84	85.88
	"Los Alamos County, NM"	"35028"	56.75	37.26	80.69
	"Luna County, NM"	"35029"	75.69	53.48	87.78
	"McKinley County, NM"	"35031"	60.09	41.25	82.43
	"Mora County, NM"	"35033"	62.05	40.69	84.02
	"Otero County, NM"	"35035"	71.97	50.54	86.98
	"Quay County, NM"	"35037"	74.40	49.18	89.72
	"Rio Arriba County, NM"	"35039"	56.31	37.62	82.12
	"Roosevelt County, NM"	"35041"	75.59	49.44	88.93
	"Sandoval County, NM"	"35043"	61.28	41.97	83.89
	"San Juan County, NM"	"35045"	61.52	43.51	84.55
	"San Miguel County, NM"	"35047"	67.02	44.97	86.51
	"Santa Fe County, NM"	"35049"	62.17	41.95	83.59
	"Sierra County, NM"	"35051"	70.76	49.72	86.38
	"Socorro County, NM"	"35053"	67.50	46.80	85.47
	"Taos County, NM"	"35055"	54.61	35.61	81.41
	"Torrance County, NM"	"35057"	64.96	44.15	84.13
	"Union County, NM"	"35059"	68.39	45.68	87.16
	"Valencia County, NM"	"35061"	69.19	48.84	87.11
	"Albany County, NY"	"36001"	55.92	40.54	88.80
	"Allegany County, NY"	"36003"	54.53	38.76	87.64
	"Bronx County, NY"	"36005"	61.91	47.00	89.52
	"Broome County, NY"	"36007"	55.56	40.29	89.78
	"Cattaraugus County, NY"	"36009"	54.77	39.78	88.02
	"Cayuga County, NY"	"36011"	56.15	41.97	88.69
	"Chautauqua County, NY"	"36013"	54.96	41.16	88.87
	"Chemung County, NY"	"36015"	56.19	40.27	88.10
	"Chenango County, NY"	"36017"	54.35	39.47	89.34
	"Clinton County, NY"	"36019"	51.83	38.70	87.09
	"Columbia County, NY"	"36021"	57.23	42.13	89.25
	"Cortland County, NY"	"36023"	54.28	39.80	89.12
	"Delaware County, NY"	"36025"	53.40	39.18	89.38
	"Dutchess County, NY"	"36027"	58.50	43.45	89.35
	"Erie County, NY"	"36029"	55.95	42.28	89.00
	"Essex County, NY"	"36031"	51.22	37.84	87.43
	"Franklin County, NY"	"36033"	50.82	38.09	87.40
	"Fulton County, NY"	"36035"	53.98	39.58	87.41
	"Genesee County, NY"	"36037"	56.12	42.54	88.71
	"Greene County, NY"	"36039"	54.80	39.90	89.10
	"Hamilton County, NY"	"36041"	50.82	37.26	87.24
	"Herkimer County, NY"	"36043"	52.79	38.68	87.96
	"Jefferson County, NY"	"36045"	54.27	42.02	86.67
	"Kings County, NY"	"36047"	62.07	47.24	89.32
	"Lewis County, NY"	"36049"	52.89	39.63	87.68
	"Livingston County, NY"	"36051"	56.58	41.51	88.03
	"Madison County, NY"	"36053"	54.23	40.04	89.28
	"Monroe County, NY"	"36055"	56.96	43.56	88.14
	"Montgomery County, NY"	"36057"	55.96	41.01	88.09
	"Nassau County, NY"	"36059"	60.21	47.90	88.67
	"New York County, NY"	"36061"	61.92	46.92	89.59
	"Niagara County, NY"	"36063"	55.31	44.20	89.39
	"Oneida County, NY"	"36065"	55.15	41.25	88.59
	"Onondaga County, NY"	"36067"	55.70	41.81	88.99
	"Ontario County, NY"	"36069"	56.46	41.22	87.84
	"Orange County, NY"	"36071"	59.15	43.60	89.53
	"Orleans County, NY"	"36073"	56.12	43.82	89.31
	"Oswego County, NY"	"36075"	55.13	42.78	88.94
	"Otsego County, NY"	"36077"	53.63	38.75	89.30
	"Putnam County, NY"	"36079"	58.60	43.78	88.81
	"Queens County, NY"	"36081"	62.15	47.10	89.54
	"Rensselaer County, NY"	"36083"	55.67	41.12	88.71
	"Richmond County, NY"	"36085"	61.13	47.42	89.58
	"Rockland County, NY"	"36087"	60.58	45.37	89.97
	"St. Lawrence County, NY"	"36089"	53.30	39.76	87.20
	"Saratoga County, NY"	"36091"	55.84	41.00	88.60
	"Schenectady County, NY"	"36093"	56.22	40.55	88.35
	"Schoharie County, NY"	"36095"	53.79	39.18	88.46
	"Schuyler County, NY"	"36097"	55.67	40.11	87.34
	"Seneca County, NY"	"36099"	56.97	41.99	88.67
	"Steuben County, NY"	"36101"	55.31	39.67	87.56
	"Suffolk County, NY"	"36103"	56.69	49.90	88.33
	"Sullivan County, NY"	"36105"	55.87	41.26	89.84
	"Tioga County, NY"	"36107"	56.17	40.37	88.86
	"Tompkins County, NY"	"36109"	55.69	40.52	88.18
	"Ulster County, NY"	"36111"	55.77	41.20	89.86
	"Warren County, NY"	"36113"	52.81	38.90	87.69
	"Washington County, NY"	"36115"	55.67	41.48	87.87
	"Wayne County, NY"	"36117"	56.57	43.06	88.64
	"Westchester County, NY"	"36119"	59.86	44.83	89.31
	"Wyoming County, NY"	"36121"	54.53	40.27	88.02
	"Yates County, NY"	"36123"	56.64	41.20	88.47
	"Alamance County, NC"	"37001"	71.96	51.34	92.70
	"Alexander County, NC"	"37003"	69.75	51.06	90.73
	"Alleghany County, NC"	"37005"	62.79	45.56	85.90
	"Anson County, NC"	"37007"	74.79	53.27	94.40
	"Ashe County, NC"	"37009"	60.32	44.50	84.93
	"Avery County, NC"	"37011"	59.16	43.49	83.86
	"Beaufort County, NC"	"37013"	72.73	52.65	94.15
	"Bertie County, NC"	"37015"	72.00	51.41	94.11
	"Bladen County, NC"	"37017"	74.45	53.22	95.13
	"Brunswick County, NC"	"37019"	73.41	58.34	94.16
	"Buncombe County, NC"	"37021"	64.10	47.44	86.89
	"Burke County, NC"	"37023"	68.87	51.04	90.45
	"Cabarrus County, NC"	"37025"	72.93	52.29	93.06
	"Caldwell County, NC"	"37027"	67.83	50.93	90.03
	"Camden County, NC"	"37029"	69.60	55.26	92.92
	"Carteret County, NC"	"37031"	70.72	61.05	91.67
	"Caswell County, NC"	"37033"	71.79	51.05	93.02
	"Catawba County, NC"	"37035"	71.04	51.69	91.72
	"Chatham County, NC"	"37037"	73.22	51.79	93.72
	"Cherokee County, NC"	"37039"	66.34	49.73	88.57
	"Chowan County, NC"	"37041"	71.99	51.74	94.01
	"Clay County, NC"	"37043"	64.60	48.95	87.13
	"Cleveland County, NC"	"37045"	71.98	52.89	92.63
	"Columbus County, NC"	"37047"	74.88	54.57	95.14
	"Craven County, NC"	"37049"	72.90	53.23	94.48
	"Cumberland County, NC"	"37051"	74.27	52.59	94.89
	"Currituck County, NC"	"37053"	67.37	59.16	90.97
	"Dare County, NC"	"37055"	68.05	61.39	90.38
	"Davidson County, NC"	"37057"	71.95	51.40	92.61
	"Davie County, NC"	"37059"	71.51	51.85	92.48
	"Duplin County, NC"	"37061"	73.57	53.37	94.52
	"Durham County, NC"	"37063"	72.79	51.59	93.62
	"Edgecombe County, NC"	"37065"	72.35	51.23	94.43
	"Forsyth County, NC"	"37067"	70.84	51.41	91.94
	"Franklin County, NC"	"37069"	72.61	51.93	93.76
	"Gaston County, NC"	"37071"	72.61	52.54	93.00
	"Gates County, NC"	"37073"	71.53	51.15	93.88
	"Graham County, NC"	"37075"	63.87	47.49	86.64
	"Granville County, NC"	"37077"	72.52	50.88	93.30
	"Greene County, NC"	"37079"	73.03	51.74	94.67
	"Guilford County, NC"	"37081"	71.47	51.29	92.22
	"Halifax County, NC"	"37083"	71.97	51.22	93.75
	"Harnett County, NC"	"37085"	73.93	52.16	94.49
	"Haywood County, NC"	"37087"	60.71	43.60	84.86
	"Henderson County, NC"	"37089"	65.15	48.59	86.96
	"Hertford County, NC"	"37091"	71.57	51.13	93.91
	"Hoke County, NC"	"37093"	74.35	53.80	94.53
	"Hyde County, NC"	"37095"	72.07	54.67	93.24
	"Iredell County, NC"	"37097"	71.21	51.80	92.01
	"Jackson County, NC"	"37099"	62.32	45.51	85.47
