5_gram,freq
suggested * conservatism of the,1
suggested * legislation the new,1
suggested * new panel be,1
suggested * the responses be,1
suggested * to the mcclure,1
suggested * uarep conduct a,1
suggested * you that we,1
suggesti * received from teachers,1
suggestion * establish a day,1
suggestion * the audience the,1
suggestion * the consumer information,1
suggestions * by the board,1
suggestions * cma improvement included,1
suggestions * come from various,1
suggestions * remaining parts of,1
suggestions * to the previous,1
suggestions * well received and,1
suggests * we had a,1
suit * benefits which might,1
suit * by the natural,1
suit * federal court to,1
suit * has challenged the,1
suit * july asking the,1
suit * patent infringement against,1
suit * relative to administrative,1
suit * texas water quality,1
suit * the alleged violators,1
suitable * chemists going into,1
suitable * materials available to,1
suited * meet the intent,1
suits * a splash suit,1
suits * businesses on behalf,1
suits * in workplace disease,1
suits * to address the,1
sulfur * in years while,1
sulfuric * producers representing ap,1
sum * anxiety and psychological,1
sum * budget for this,1
sum * of eac activities,1
sum * the dues plus,1
sumer * agency and is,1
summaries * recent meetings of,1
summaries * the state surveys,1
summarized * dr kane was,1
summarized * for the special,1
summarized * statement for five,1
summarized * submitted our recommendations,1
summarizes * activities and future,1
summarizes * funding and expenditures,1
summarizes * second annual meeting,1
summarizes * the various advocacy,1
summarizing * concerns and recommendations,1
summary * be a very,1
summary * been excerpted from,1
summary * have suggested to,1
summary * his report in,1
summary * i want to,1
summary * in the pending,1
summary * major advances in,1
summary * not only see,1
summary * of communications ano,1
summary * of the analysis,1
summary * of the approved,1
summary * position on tax,1
summary * tha trada situation,1
summary * the committees annual,1
summary * which is attached,1
summary * workplace disease compensation,1
summer * in the water,1
summer * odds were as,1
summer * some form of,1
summer * submitted our own,1
summer * the house congressman,1
summer * the issues of,1
summit * memorandum on the,1
sumnary * an extremely fast,1
sun * and marketing company,1
sunset * a new committee,1
sunset * and approve the,1
sunset * four years of,1
sunset * of taxation issues,1
sunsetting * environmental management committee,1
suntimes * quarterly newhouse news,1
superficially * to the various,1
superfund * a broadbased tax,1
superfund * a national basis,1
superfund * acit members effectively,1
superfund * after he completes,1
superfund * again the board,1
superfund * all of these,1
superfund * amendment to provide,1
superfund * amendments energy reporting,1
superfund * and air toxics,1
superfund * and identification of,1
superfund * and reauthorization act,1
superfund * and the forthcoming,1
superfund * are due any,1
superfund * assessment manual the,1
superfund * be a continuing,1
superfund * be changed but,1
superfund * be premature and,1
superfund * be used for,1
superfund * bill hr including,1
superfund * bill was a,1
superfund * bmc has addressed,1
superfund * but did not,1
superfund * by new york,1
superfund * by putting forvard,1
superfund * caer toxic air,1
superfund * cleanup expenses after,1
superfund * cleanup program in,1
superfund * completed in the,1
superfund * conservation and recovery,1
superfund * definitely been a,1
superfund * discussions with congress,1
superfund * disposal sites being,1
superfund * downey proposal increases,1
superfund * drafted in early,1
superfund * especially during november,1
superfund * experiences as part,1
superfund * for introduction in,1
superfund * for key media,1
superfund * for victims compensation,1
superfund * from the budget,1
superfund * gained more media,1
superfund * group includes superfund,1
superfund * group to pursue,1
superfund * has now shifted,1
superfund * have been distri,1
superfund * hazardous waste techno,1
superfund * hr on may,1
superfund * impact study group,1
superfund * in more than,1
superfund * in preparing lobbying,1
superfund * included this deadlock,1
superfund * issues including public,1
superfund * issues they agreed,1
superfund * james florio dnj,1
superfund * law subjects industries,1
superfund * made at the,1
superfund * manager during the,1
superfund * massachusetts remained uncertain,1
superfund * moved through the,1
superfund * now moves to,1
superfund * of hazardous substances,1
superfund * on alternate supplies,1
superfund * on may mr,1
superfund * on the senate,1
superfund * package in the,1
superfund * peer review the,1
superfund * policy and two,1
superfund * preparedness community righttoknow,1
superfund * presidential election issue,1
superfund * problems and clean,1
superfund * process these have,1
superfund * program initiated two,1
superfund * proposal of the,1
superfund * proposals got caught,1
superfund * provisions will require,1
superfund * public compensation the,1
superfund * rather should take,1
superfund * rcra we indicated,1
superfund * requires a responsible,1
superfund * satellite to more,1
superfund * should not be,1
superfund * signed into lav,1
superfund * siting and overall,1
superfund * solicited board members,1
superfund * strategies and reiterated,1
superfund * task group developed,1
superfund * taste group for,1
superfund * tax for mr,1
superfund * tax set on,1
superfund * that pay no,1
superfund * the cma government,1
superfund * the inclusion by,1
superfund * the october to,1
superfund * the safe drinking,1
superfund * therefore should be,1
superfund * this provision could,1
superfund * this staff product,1
superfund * to implement title,1
superfund * tours as congress,1
superfund * two months earlier,1
superfund * until mid june,1
superfund * ve then listed,1
superfund * was necessary and,1
superfund * went into effect,1
superfund * were held within,1
superfund * will adversely affect,1
superfund * will greatly expand,1
superfund * will not be,1
superfund * with three widely,1
superfund * would be to,1
superfunds * funding bases amounts,1
superior * a scientific evidence,1
supersede * current states statutes,1
supervising * ongoing voluntary program,1
supervision * curriculum development and,1
supplement * communications to cmas,1
supplement * food analysis activities,1
supplement * issues analysis booklet,1
supplement * technical expertise of,1
supplemental * administered compensation program,1
supplemental * in the administrative,1
supplemental * in the benzene,1
supplemental * that would have,1
supplemental * to expand the,1
supplementary * the animal testing,1
supplementation * the fifth circuit,1
supplemented * are repeated and,1
supplemented * chairman forts report,1
supplemented * chairman furmans report,1
supplemented * chairman klausmeiers report,1
supplemented * chairman massengills report,1
supplemented * chairman olsens report,1
supplementing * objections to the,1
supplied * to the meeting,1
suppliers * customers consciously evaluate,1
suppliers * one side and,1
suppliers * private rail cars,1
suppliers * transporters with whom,1
supplies * a crude oil,1
supplies * drinking water where,1
supplies * energy committee also,1
supplies * feedstocks and energy,1
supplies * irrigation livestock watering,1
supplies * services and the,1
supplies * their most highly,1
supplies * wells are contaminated,1
supplies * years from now,1
supply * access to transportation,1
supply * and access policies,1
supply * and demand restriction,1
supply * and inequities caused,1
supply * demand restraints including,1
supply * establishment of an,1
supply * information and procedural,1
supply * information whether shipper,1
supply * oil gas coal,1
supply * procurement standards and,1
supply * scientific and engineering,1
supply * state must use,1
supplydemand * for the nation,1
supplydemand * lad several of,1
supplying * products emphasis supplying,1
supporc * legislation albeit today,1
support * a member companys,1
support * a policy recommendation,1
support * a step congressional,1
support * about occupational exposure,1
support * action which will,1
support * activities concerning possible,1
support * address waste mini,1
support * adoption tie vote,1
support * advocacy programs at,1
support * advocacy support for,1
support * agenda will include,1
support * agreement is made,1
support * all other departments,1
support * american exports were,1
support * among subcommittee members,1
support * an equitable fee,1
support * an even more,1
support * and equipment readily,1
support * and has a,1
support * and judicial issues,1
support * another forum comments,1
support * any chemical company,1
support * ara assignad to,1
support * asbestos bill and,1
support * asbestos coalition proposal,1
support * at the point,1
support * bill as drafted,1
support * broad based funding,1
support * broadbased funding component,1
support * budget reductions as,1
support * caer coordinators and,1
support * caerncric programs and,1
support * clean water efforts,1
support * cma member companies,1
support * coalition actions consistent,1
support * comprehensive tax reform,1
support * consisting of suppliers,1
support * constructive international policy,1
support * cooperation of qa,1
support * correcting legislative deficiencies,1
support * datagathering efforts che,1
support * decision not to,1
support * education to our,1
support * effort to prevent,1
support * efforts by key,1
support * environmental legislation at,1
support * epas position in,1
support * estblishaent of shipaentbyhipaent,1
support * extension of the,1
support * federal grassroots program,1
support * five areas identified,1
support * for state activities,1
support * four activities noted,1
support * from the active,1
support * from the participating,1
support * government controls and,1
support * government relations action,1
support * handle this eore,1
support * has operated efficiently,1
support * have given to,1
support * have received has,1
support * iag activities which,1
support * implement the cma,1
support * industrys goals and,1
support * investment credits strong,1
support * involvement by senior,1
support * involvement of company,1
support * involving its health,1
support * legislative notion in,1
support * managers in their,1
support * many of the,1
support * member companies in,1
support * member to the,1
support * net result is,1
support * new drug applications,1
support * of cma air,1
support * of the hmta,1
support * of the patent,1
support * of the senate,1
support * oshas abc plan,1
support * other program activities,1
support * our industrys position,1
support * package and all,1
support * participating companies the,1
support * passage of process,1
support * patent reform legislation,1
support * people the people,1
support * plant managers in,1
support * policy guidance through,1
support * president reagan we,1
support * priorities such as,1
support * proposal was tabled,1
support * proposed rule on,1
support * reform in all,1
support * regional communications efforts,1
support * revision of section,1
support * rooney amendment which,1
support * s we expect,1
support * section the desired,1
support * shipping classification of,1
support * some minor reforms,1
support * state affairs activity,1
support * state cic efforts,1
support * state legislative and,1
support * state system reforms,1
support * such legislative issues,1
support * the administration for,1
support * the announced wageprice,1
support * the bill with,1
support * the caerncric programs,1
support * the chemical industry,1
support * the chemical industrys,1
support * the cic advocacy,1
support * the cics on,1
support * the commissions goal,1
support * the communications committee,1
support * the community awareness,1
support * the companies that,1
support * the council on,1
support * the courts the,1
support * the damato approach,1
support * the firm cleary,1
support * the humphreyhawkins bill,1
support * the industrys public,1
support * the legislative issues,1
support * the level of,1
support * the local cic,1
support * the member companies,1
support * the moss amendment,1
support * the need for,1
support * the public offering,1
support * the safety and,1
support * the same level,1
support * the saving bond,1
support * the spr and,1
support * the state affairs,1
support * the state program,1
support * the texas air,1
support * the texas chemical,1
support * the us agency,1
support * the various state,1
support * these areas cma,1
support * through the alec,1
support * time will be,1
support * to grow for,1
support * tort reform on,1
support * trade associations and,1
support * trade related issues,1
support * two tax policy,1
support * under the various,1
support * welcome this and,1
support * you in all,1
supported * a large majority,1
supported * broad objective to,1
supported * by bsc in,1
supported * changes since they,1
supported * cma and reflects,1
supported * cma the shippercarrier,1
supported * commissions interpretation of,1
supported * companies with a,1
supported * constructive domestic policy,1
supported * general goals of,1
supported * gross receipts proposal,1
supported * joint national foreign,1
supported * mca to make,1
supported * of patent tern,1
supported * of safety related,1
supported * of the presidents,1
supported * on a range,1
supported * other chief executive,1
supported * panels decision to,1
supported * position on vredeling,1
supported * proposed revision of,1
supported * reciprocity legislative effort,1
supported * recommendations calling for,1
supported * regulatory reform proposals,1
supported * senate bill over,1
supported * the american petroleum,1
supported * the chemtrec newsfmature,1
supported * the senate leadership,1
supported * use of private,1
supported * worked for the,1
supporters * activate a public,1
supporterwith * and media interest,1
supporting * andor prime responsibility,1
supporting * cma advoaacy programs,1
supporting * continues to be,1
supporting * documenting member company,1
supporting * in the near,1
supporting * in this regard,1
supporting * of a fadaral,1
supporting * of industry cogenerated,1
supporting * on this subject,1
supporting * pending process patent,1
supporting * position that the,1
supporting * proposal for an,1
supporting * proposed revisions of,1
supporting * reform cma served,1
supporting * repeal of ice,1
supporting * senate bill over,1
supporting * tax deductibility of,1
supporting * was to report,1
supportive * epa in public,1
supportive * industry in opposing,1
supportive * our industrys proposed,1
supportive * the producers tsca,1
supportive * the study and,1
supportive * think the effort,1
supportive * to the national,1
supports * adoption and anforeaaant,1
supports * as the minimum,1
supports * basic free market,1
supports * concepts of the,1
supports * conclusion but here,1
supports * controls over strip,1
supports * encourages continued data,1
supports * forum planned for,1
supports * funding approach for,1
supports * judiciary version and,1
supports * of its member,1
supports * of this legislation,1
supports * recommendation that all,1
supports * recommendation that the,1
supports * strengthening of section,1
supports * the standard and,1
supposed * for mandatory testing,1
supposed * merely codify statutory,1
supreme * decision in us,1
supreme * decision mcdonald vs,1
supreme * hazardous waste siting,1
supreme * recently decided that,1
supreme * responding to the,1
supreme * ruled that a,1
supreme * seeks to uphold,1
supreme * this issue involves,1
supreme * to hear the,1
supreme * until the court,1
surcharge * all goods from,1
surcharge * imports has gained,1
surcharge * three years as,1
surcharges * additional facilities and,1
sure * a presumed carcinogen,1
sure * addressing all agencies,1
sure * each of your,1
sure * have the resources,1
sure * proposed chronic hazard,1
sure * recommendations made during,1
sure * the answers to,1
sure * the benefits they,1
sure * the load was,1
sure * the naivete of,1
sure * under any set,1
sure * wellconceived others unfortunately,1
sure * will begin in,1
sure * you have many,1
surely * as precedent for,1
surely * be contained in,1
surely * be very expensive,1
surely * effort to hold,1
surface * amendment the latest,1
surface * from the hazardous,1
surface * from the system,1
surface * issues at the,1
surface * to protect the,1
surfaced * a key issue,1
surfaced * congressional hearings regard,1
surfaced * relative to the,1
surfaced * the year as,1
surfaces * keep up with,1
surfactant * have expressed a,1
suroter * wart in affact,1
surplus * and conference chairs,1
surplus * chemicals the excess,1
surplus * if we had,1
surplus * the year to,1
surpluses * to retaliate against,1
surprise * task force has,1
surprises * legislators and regulators,1
surprisingly * industry sic ranks,1
surrounding * and to determine,1
surveillance * an integral compo,1
surveillance * could result in,1
surveillance * individuals demonstrating actual,1
surveillance * the surveillance to,1
surveillance * waste sites most,1
surveillance * with traditional state,1
survey * a year later,1
survey * air emissions and,1
survey * all eo producers,1
survey * analysis compares disposal,1
survey * and it exceeds,1
survey * and the united,1
survey * and work group,1
survey * are available they,1
survey * be completed in,1
survey * be completed later,1
survey * be permitted the,1
survey * by about percent,1
survey * canvassed all member,1
survey * chemical company activities,1
survey * chemical company activity,1
survey * cma companies effect,1
survey * cma member companies,1
survey * compared the per,1
survey * conducted in three,1
survey * constituent contacts capabilities,1
survey * emc has authorized,1
survey * emcs rcra regulations,1
survey * epa for guidance,1
survey * for an overwhelming,1
survey * frank w berryman,1
survey * hazardous wastes as,1
survey * identify the numbers,1
survey * in fact the,1
survey * in the reauthorixation,1
survey * indicate the need,1
survey * last year and,1
survey * last years committee,1
survey * late and a,1
survey * of this program,1
survey * plant manufacturing energy,1
survey * responding companies showing,1
survey * scientific and legal,1
survey * such a negative,1
survey * that for the,1
survey * the committee found,1
survey * the media made,1
survey * the membership to,1
survey * the overall implementation,1
survey * the process emission,1
survey * to burden sensitivity,1
survey * to indicate that,1
survey * transmitted to congressman,1
survey * two other items,1
survey * urged to do,1
survey * was presented to,1
survey * was sent on,1
survey * we believe the,1
survey * we completed early,1
survey * which cma member,1
survey * years ago in,1
survey * your executive committee,1
surveyed * a year earlier,1
surveyed * aware of the,1
surveyed * carriers against all,1
surveyed * coapanles on their,1
surveyed * moved on to,1
surveyed * to how participants,1
surveys * all the allied,1
surveys * cancer related diseases,1
surveys * contained in the,1
surveys * identify and update,1
surveys * in and such,1
surveys * in the analysis,1
surveys * in the era,1
surveys * indicate product liability,1
surveys * industry and other,1
surveys * mixed results either,1
surveys * other consultant fees,1
surveys * participating in formal,1
surveys * presenting a sym,1
surveys * provide epa with,1
surveys * publications which dramatize,1
surveys * screening programs of,1
surveys * that time indicated,1
surveys * three study areas,1
surveys * wont go into,1
survival * office depends on,1
survived * their own way,1
survivorship * in all plans,1
susp * w will find,1
suspect * conclusions of each,1
suspected * and test animals,1
suspected * effects of arsenic,1
suspected * substance a tort,1
suspend * tank car compensation,1
suspended * a resolution of,1
suspended * authority to issue,1
suspension * the board and,1
suspension * the rules within,1
suspension * the rules would,1
suspensions * duty on specified,1
suspensions * would be an,1
suspicion * their effect on,1
suspicions * wall street and,1
sustained * a manufacturer of,1
sustained * be included senator,1
sustaining * the detailed proposal,1
svahn * white house domestic,1
swedes * recently settled their,1
sweeping * and new programs,1
swelled * record levels and,1
swing * members to produce,1
swinging * given the other,1
swinging * nor protectionism tha,1
switch * within sight of,1
switchboards * as an american,1
switching * and empty cars,1
switching * by a competing,1
switching * most importantly market,1
switchover * sophomores and juniors,1
switzerland * im at a,1
swmc * and representatives of,1
swmc * as per recommendations,1
swmc * bellwether states for,1
swmc * to the board,1
swmc * water resources committee,1
symms * is prepared to,1
sympathetic * verdicts appears to,1
sympathizers * nfpa membership assembled,1
sympathy * amendments to environmental,1
symposia * positions and programs,1
symposium * a series an,1
symposium * gatllnburg tennessee on,1
symposium * identify the specific,1
symposium * provide a means,1
symposium * scientific advances in,1
symposium * the health effects,1
symposium * will provide a,1
symposlias * an indepth critical,1
symuleski * the proposed policy,1
syndrome * polyvinyl chloride production,1
synoptic * conditions associated with,1
synthetic * and conservation energy,1
synthetic * and probably will,1
synthetic * chemical manufacturing industry,1
synthetic * chemicals manufacturers association,1
synthetic * effluent guidelines the,1
synthetic * regarding natural gas,1
synthetic * subcommittee they also,1
synthetics * is entering into,1
systam * to davalop rulas,1
system * a gross weight,1
system * a less favorable,1
system * a list of,1
system * adopted as part,1
system * all about but,1
system * an injured party,1
system * be a disincentive,1
system * be bona fid,1
system * been triggered times,1
system * build local influence,1
system * claiming that a,1
system * compensate people for,1
system * compensation was established,1
system * continued access to,1
system * created a dis,1
system * developmental toxicity evaluations,1
system * dutyfree entry of,1
system * economic recovery and,1
system * employed cma endorses,1
system * epa has revised,1
system * evolved rapidly and,1
system * existing in various,1
system * for bringing in,1
system * frafarancaa policy foxaulaton,1
system * genetically engineered microorganisms,1
system * harbors and ports,1
system * hearings had bfen,1
system * identifying and protecting,1
system * identifying notifying and,1
system * implementing regulations the,1
system * in effect for,1
system * in statutes of,1
system * include information so,1
system * increasing surcharges on,1
system * insure expert assistance,1
system * internal auditing which,1
system * iso teams that,1
system * joined with other,1
system * million in some,1
system * most of you,1
system * much remains to,1
system * must redouble our,1
system * not only practical,1
system * on national manpower,1
system * operated in the,1
system * pick up and,1
system * place in the,1
system * policy framework and,1
system * preferences and into,1
system * preferences gsp provides,1
system * preferences gsp to,1
system * preferences the caribbean,1
system * preferences trade relations,1
system * prioritization which has,1
system * program has been,1
system * regularly as an,1
system * repeal the percen,1
system * report of the,1
system * routine safety inspections,1
system * set of federal,1
system * substantial savings to,1
system * supported the commissions,1
system * that the most,1
system * that the new,1
system * that the outcome,1
system * the basis for,1
system * the case of,1
system * the international context,1
system * the next year,1
system * the presently accrued,1
system * the us to,1
system * to meet the,1
system * to minimize obsoles,1
system * to w rk,1
system * traditional state workers,1
system * we will be,1
system * will be both,1
system * work without the,1
system * would change current,1
system * would increase compensation,1
systematic * cma concealed the,1
systematic * on strategy and,1
systematically * entitled toxic substances,1
systems * activities were then,1
systems * come from the,1
systems * existing cosmercial and,1
systems * exports of hazardous,1
systems * groundwater monitoring provisions,1
systems * gsa and dod,1
systems * might be useful,1
systems * more rational mathods,1
systems * more than customers,1
systems * need to be,1
systems * not only cost,1
systems * now developing in,1
systems * probably also in,1
systems * scientific computations and,1
systems * sound there has,1
systems * the codes and,1
systems * the intent to,1
systems * the states current,1
systems * those countries and,1
systems * to assimilate existing,1
systems * to this session,1
systemsupply * the marginal cost,1
t * catalyst awards begun,1
t * courageous to phase,1
t * exxon chemical americas,1
t * greatly altered mployment,1
t * israel without as,1
t * jr on behalf,1
t * mattings in addition,1
t * monsanto and s,1
t * rnc had said,1
t * rnc industry hopes,1
t * rvt chairman of,1
t * tcc chairman exxon,1
t * testified before the,1
t * the activities and,1
t * to its unlikely,1
t * to stress the,1
t * what i must,1
tab * our committee report,1
tabershaw * medicine associates for,1
table * commissioning studies of,1
table * negotiation not just,1
table * raw energy usage,1
tabled * the executive committee,1
tabled * the usa dif,1
tablish * relevant costbenefit correlations,1
tablished * mandatory requirements for,1
tabulated * are anticipated by,1
tabulated * the first time,1
tachnical * lagal expertise of,1
tactic * be less usable,1
tactical * of when to,1
tacting * following companies who,1
tacting * of the senate,1
tacts * government personnel a,1
tag * lockout procedures on,1
tage * allowance for hard,1
taikerman * barge fleeting requirements,1
tailor * rule to ask,1
tailor * specific message around,1
tailored * that states communications,1
taining * lowrisk position in,1
taining * the movement of,1
taiwan * completed in december,1
taiwan * the chemical industry,1
take * account actual health,1
take * account cost and,1
take * account private initiatives,1
take * action on welfare,1
take * action to change,1
take * active role in,1
take * actlona on ocher,1
take * at the january,1
take * by a cumbersome,1
take * consideration a cost,1
take * consideration the asset,1
take * following positions with,1
take * form of attempting,1
take * form of high,1
take * hours and this,1
take * in november or,1
take * jointly with the,1
take * lead on key,1
take * lead role in,1
take * legislation of this,1
take * long as three,1
take * more proactive role,1
take * necessary actions to,1
take * on may the,1
take * our meeting with,1
take * over the last,1
take * percentage of them,1
take * position on this,1
take * position paper approved,1
take * reprisals this would,1
take * respect to proposed,1
take * steps before irre,1
take * them are as,1
take * this responsibility battelle,1
take * this subject in,1
taken * a result of,1
taken * action on preliminary,1
taken * an increased level,1
taken * and eliminated from,1
taken * by the execu,1
taken * by the th,1
taken * exception to the,1
taken * individual companies at,1
taken * many member companies,1
taken * mca should this,1
taken * of context the,1
taken * petition by the,1
taken * position that so,1
taken * reduce the probability,1
taken * the next few,1
taken * the treasury department,1
taken * this meeting will,1
takeorpay * are limited to,1
takes * consumers and gives,1
takes * in will determine,1
takes * of the available,1
takes * ranking republican post,1
takes * the reform movement,1
takes * through each phase,1
taking * action on these,1
taking * action on this,1
taking * action to secure,1
taking * at us businessmen,1
taking * commissioner and member,1
taking * consideration the input,1
taking * in the next,1
taking * more deliberate approach,1
tal * the national bureau,1
talcott * in line with,1
talcott * to these businessmen,1
talcotts * to a union,1
talcotts * to the california,1
talent * need th ir,1
talents * experts and an,1
talents * will be considered,1
talist * and natural gas,1
talk * rhodes could placate,1
talk * to answer questions,1
talked * our work on,1
talked * the epa had,1
talks * be reinstituted at,1
talks * been dormant these,1
talks * been held and,1
talks * committee formulated a,1
talks * directed toward giving,1
talks * dormant but dumping,1
talks * japan and mexico,1
talks * mexico including direct,1
talks * not visible on,1
talks * the eec and,1
tally * election day to,1
talmadge * georgia secondranking democrat,1
talmadge * that he favored,1
tangible * property by the,1
tank * allowance system cma,1
tank * and bulk ship,1
tank * and portable tank,1
tank * and work group,1
tank * are included petroleum,1
tank * carrier industry arrangements,1
tank * carriers inc have,1
tank * carriers inc to,1
tank * committee we have,1
tank * compensation is to,1
tank * compensation the american,1
tank * compensation to the,1
tank * data to the,1
tank * due to corrosion,1
tank * entering the rail,1
tank * in addition task,1
tank * leasing companies and,1
tank * loading and inspection,1
tank * owners and operators,1
tank * perators an additional,1
tank * requirements both domestic,1
tank * requirements for the,1
tank * research programs which,1
tank * safety relief devices,1
tanker * to obtain antitrust,1
tankers * not collectively set,1
tankers * obtaining antitrust exemptions,1
tankers * tramps rather than,1
tanks * carry liability insurance,1
tanks * has formed a,1
tanks * has met with,1
tanks * to transport bulk,1
tap * revenues andor to,1
tape * and a slide,1
tape * sells them at,1
taped * for an audience,1
taped * show on the,1
taped * with newspapers and,1
tapes * be made about,1
tapes * interviews made at,1
tapes * made by broadcasters,1
taping * for awrt interviews,1
tapping * greatly underused resource,1
target * and objectives for,1
target * do what we,1
target * hazard warnings on,1
target * labeling j ronald,1
target * of this legislation,1
target * plants for addi,1
target * programs to congressional,1
target * the house bill,1
target * the neighborhood of,1
target * to aid in,1
targeted * completion in the,1
targeted * four congressional districts,1
targeted * high priority research,1
targeted * key legislators in,1
targeted * maximum impact in,1
targeted * midjanuary the book,1
targeted * newsfeeds were distributed,1
targeted * ranged from million,1
targeted * single message within,1
targeted * superfund media tours,1
targeted * thought leaders in,1
targeted * to key congressional,1
targeted * voted against reporting,1
targeting * an unfair practice,1
targeting * for routine safety,1
targeting * inspections contested citations,1
targeting * legislators reluctant to,1
targeting * to trade remedy,1
targets * companies participating in,1
targets * legislative action each,1
targets * major appliances and,1
targets * opportunity for broadening,1
tariff * across the board,1
tariff * activities an mtn,1
tariff * and increasing surcharges,1
tariff * authority for a,1
tariff * chat will increase,1
tariff * components of a,1
tariff * concordance for us,1
tariff * hr the international,1
tariff * in multilateral trade,1
tariff * of revision to,1
tariff * of the committee,1
tariff * on products proved,1
tariff * pending further review,1
tariff * should be done,1
tariff * the next round,1
tariff * which provide for,1
tariff * which was first,1
tariff * would initially be,1
tariffcut * from mtn be,1
tariffcut * sensitive chemical products,1
tariffs * be cut by,1
tariffs * be eliminated across,1
tariffs * chemicals and related,1
tariffs * instead are experiencing,1
tariffs * met in uruguay,1
tariffs * trade report of,1
tarminals * axaspl of othr,1
tary * each member of,1
tary * the meeting and,1
tasa * richard e heckert,1
tasa * was to meet,1
task * about one year,1
task * activities for were,1
task * activity would be,1
task * agreed that a,1
task * agreed that the,1
task * also plans to,1
task * and an existing,1
task * and cma staff,1
task * and consolidating others,1
task * and emcs planning,1
task * and export policy,1
task * and fever people,1
task * and philip c,1
task * and the fluorocarbon,1
task * and the panel,1
task * and the toxics,1
task * and the trade,1
task * and the uarep,1
task * and through the,1
task * andor standing committees,1
task * are helping to,1
task * are scheduled this,1
task * area of concern,1
task * assessment of the,1
task * at the department,1
task * believe an administrative,1
task * believes a federal,1
task * believes scenarios i,1
task * believes the private,1
task * believes there are,1
task * by julius dohany,1
task * by the environmental,1
task * capital formation foreign,1
task * chairman and coordi,1
task * chairman task group,1
task * chairmen and kaymen,1
task * cma staff cma,1
task * compared to under,1
task * completed development of,1
task * concluded that epa,1
task * conducted a review,1
task * conducted an interview,1
task * contacted key members,1
task * continue to be,1
task * continued to be,1
task * continues to develop,1
task * contributing their ex,1
task * dealing with the,1
task * declined to recommend,1
task * developed a summary,1
task * developed consents on,1
task * drafted comments on,1
task * established for the,1
task * established priorities with,1
task * exatg met with,1
task * expertise and resources,1
task * fdatg was formed,1
task * for a printing,1
task * formalizes the efforts,1
task * from to this,1
task * h aded by,1
task * has a tentative,1
task * has allotted to,1
task * has also baan,1
task * has also prepared,1
task * has bean dealing,1
task * has been engaged,1
task * has been involved,1
task * has been monitoring,1
task * has been reorganized,1
task * has begun an,1
task * has begun preliminary,1
task * has completed a,1
task * has considered might,1
task * has continued to,1
task * has defined advocacy,1
task * has developed technical,1
task * has established goals,1
task * has held a,1
task * has identified several,1
task * has managed the,1
task * has met with,1
task * has modified the,1
task * has monitored all,1
task * has postulated four,1
task * has prepared a,1
task * has received a,1
task * has successfully altered,1
task * has the additional,1
task * have been discussing,1
task * have developed a,1
task * hugh r irvine,1
task * iatg is conducting,1
task * imtg met with,1
task * in addressing the,1
task * in minnesota and,1
task * in policy development,1
task * in the following,1
task * included analysis of,1
task * into this standing,1
task * is currently revising,1
task * is evaluating the,1
task * is focusing on,1
task * is planning a,1
task * is to function,1
task * issues the committee,1
task * leaders and staff,1
task * members and the,1
task * members are working,1
task * members however major,1
task * members in midland,1
task * members include the,1
task * members to attendmonitor,1
task * met in august,1
task * met on disc,1
task * met with the,1
task * name was changed,1
task * negotiating a veritable,1
task * now chaired by,1
task * number to five,1
task * of the business,1
task * of the committee,1
task * of the government,1
task * of the health,1
task * of the industrial,1
task * of the international,1
task * of the panel,1
task * on developing state,1
task * on electrical motors,1
task * on land use,1
task * on safe transportation,1
task * on state activities,1
task * on the audit,1
task * on this subject,1
task * on vinyl chloride,1
task * or ad hoc,1
task * placed charles m,1
task * plans to work,1
task * plans visits to,1
task * prepared additional cma,1
task * prepared an audit,1
task * prepared and distributed,1
task * preparing program on,1
task * present a recommendation,1
task * projects for include,1
task * proposed modifications to,1
task * provided scientific information,1
task * recognized that both,1
task * removal credits workability,1
task * report jackson b,1
task * report to amend,1
task * reviewed and critiqued,1
task * reviewed commented on,1
task * six month objectives,1
task * so complex that,1
task * sunsetting the environmental,1
task * testified on behalf,1
task * that groundwater will,1
task * the current task,1
task * to address the,1
task * to aeeoaplish the,1
task * to conduct a,1
task * to develop details,1
task * to focus on,1
task * to handle them,1
task * to handle this,1
task * to identify legislative,1
task * to include all,1
task * to integrate state,1
task * to more adequately,1
task * to prepare comments,1
task * to protect our,1
task * toward developing regional,1
task * units with specific,1
task * was active in,1
task * was the variety,1
task * we expanded the,1
task * we make an,1
task * were refocused and,1
task * which we expect,1
task * will also be,1
task * will ba ratainad,1
task * will be expressing,1
task * will be governed,1
task * will be monitoring,1
task * will be set,1
task * will be to,1
task * will continua to,1
task * will continue with,1
task * will he conducting,1
task * will meet late,1
task * will prepare comments,1
task * will review the,1
task * will visit key,1
task * will work in,1
task * with diverse organizations,1
task * with epa was,1
task * work groups and,1
task * worked closely with,1
task * working groups and,1
task * would be responsible,1
task * would prefer a,1
task * would serve as,1
task * year in light,1
tasks * a very few,1
tasks * by the state,1
tasks * mr carter and,1
tasks * the year he,1
tasks * will define and,1
taste * for supplemental revenue,1
tation * behalf of each,1
tation * for consideration of,1
tative * the proposed charter,1
taufens * in resolving mca,1
tauke * and represents a,1
tauzin * and nick jo,1
tauzin * to provide for,1
tax * a means of,1
tax * a new minimum,1
tax * a possible part,1
tax * act of on,1
tax * act of the,1
tax * act passed the,1
tax * ad valorum tax,1
tax * adopted as the,1
tax * adopted in both,1
